"","country","countryname","oecdmember","eumember","edate","date","party","partyname","partyabbrev","parfam","coderid","manual","coderyear","testresult","testeditsim","pervote","voteest","presvote","absseat","totseats","progtype","datasetorigin","corpusversion","total","peruncod","per101","per102","per103","per104","per105","per106","per107","per108","per109","per110","per201","per202","per203","per204","per301","per302","per303","per304","per305","per401","per402","per403","per404","per405","per406","per407","per408","per409","per410","per411","per412","per413","per414","per415","per416","per501","per502","per503","per504","per505","per506","per507","per601","per602","per603","per604","per605","per606","per607","per608","per701","per702","per703","per704","per705","per706","per1011","per1012","per1013","per1014","per1015","per1016","per1021","per1022","per1023","per1024","per1025","per1026","per1031","per1032","per1033","per2021","per2022","per2023","per2031","per2032","per2033","per2041","per3011","per3051","per3052","per3053","per3054","per3055","per4011","per4012","per4013","per4014","per4121","per4122","per4123","per4124","per4131","per4132","per5021","per5031","per5041","per5061","per6011","per6012","per6013","per6014","per6061","per6071","per6072","per6081","per7051","per7052","per7061","per7062","per103_1","per103_2","per201_1","per201_2","per202_1","per202_2","per202_3","per202_4","per305_1","per305_2","per305_3","per305_4","per305_5","per305_6","per416_1","per416_2","per601_1","per601_2","per602_1","per602_2","per605_1","per605_2","per606_1","per606_2","per607_1","per607_2","per607_3","per608_1","per608_2","per608_3","per703_1","per703_2","rile","planeco","markeco","welfare","intpeace","datasetversion","id_perm"
"549",14,"Finland",10,0,1983-03-21,198303,14320,"Finnish Social Democrats","SSDP",30,208,1,1993,0.341,NA,26.713,0,NA,57,200,1,10,"",37,2.703,0,0,0,0,0,5.405,0,0,0,0,2.703,5.405,2.703,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,16.216,0,8.108,0,0,0,0,0,0,0,0,0,51.351,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.243,2.703,0,8.108,5.405,"2018a","LTOCEJ"
"556",14,"Finland",10,0,1987-03-16,198703,14221,"Finnish People’s Democratic Union","SKDL",20,209,1,1995,0.669,NA,9.39,0,NA,16,200,1,10,"",660,1.515,3.333,0.455,5.455,0,1.212,1.818,5.455,0,0,0,0.303,19.848,0,0,0,0,0,0,0,0,0,0.455,0,0,0.303,0,0,0,0,0.455,6.061,0,0,1.364,0,4.545,15.606,8.182,3.333,0,5.152,0,0,0,0,0,0,6.818,0,0,4.545,0,1.364,0,0,2.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.515,6.515,0,11.515,3.485,"2018a","CD6ZQM"
"557",14,"Finland",10,0,1987-03-16,198703,14222,"Democratic Alternative","Deva",20,209,1,1995,0.669,NA,4.242,0,NA,4,200,1,10,"",219,0.457,5.023,0,0,0,8.219,3.196,7.306,0,1.37,0,0,7.306,0,0,0,0,0,0.457,15.068,0,0,0,0,0,0,0,0,0.457,0,0,4.566,1.37,0,0,0,8.219,1.37,4.566,20.548,0,0.457,0,0,1.37,1.37,0,0,0,0,0,5.936,0.457,0.457,0,0,0.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.466,4.566,0,25.114,11.416,"2018a","S73KNP"
"558",14,"Finland",10,0,1987-03-16,198703,14320,"Finnish Social Democrats","SSDP",30,209,1,1995,0.669,NA,24.143,0,NA,56,200,1,10,"",77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.688,6.494,0,0,0,0,7.792,0,0,38.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.455,6.494,0,38.961,0,"2018a","TYN9JH"
"566",14,"Finland",10,0,1991-03-17,199103,14320,"Finnish Social Democrats","SSDP",30,209,1,1995,0.669,NA,22.124,0,NA,48,200,1,10,"",85,0,0,0,0,0,0,0,5.882,1.176,0,0,10.588,0,0,0,4.706,0,0,0,0,7.059,0,0,0,0,0,0,0,0,0,1.176,8.235,0,0,0,0,12.941,2.353,0,10.588,0,7.059,0,0,0,0,0,0,15.294,0,0,0,0,2.353,0,0,10.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.176,8.235,7.059,10.588,0,"2018a","BV4P5Y"
"567",14,"Finland",10,0,1991-03-17,199103,14420,"Liberal People’s Party","LKP",40,998,998,NA,NA,NA,0.778,0,NA,1,200,3,10,"",100,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,9,1,4,15,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7,0,4,23,0,5,0,4,0,3,0,0,1,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,0,4,27,0,"2018a","HJASGB"
"575",14,"Finland",10,10,1995-03-19,199503,14320,"Finnish Social Democrats","SSDP",30,209,1,1997,0.669,NA,28.251,0,NA,63,200,1,10,"",51,0,0,0,0,0,0,0,1.961,1.961,0,0,0,0,0,0,0,0,1.961,0,1.961,1.961,0,0,0,0,0,0,7.843,0,5.882,0,0,0,5.882,0,1.961,5.882,1.961,31.373,7.843,0,9.804,0,0,0,0,0,0,3.922,0,0,7.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.725,0,7.843,39.216,0,"2018a","S7ZK2I"
"576",14,"Finland",10,10,1995-03-19,199503,14430,"Young Finnish Party","NSP",40,209,1,1997,0.669,NA,2.807,0,NA,2,200,1,10,"",53,5.66,0,0,0,0,0,0,5.66,0,0,0,0,5.66,0,0,0,0,1.887,1.887,9.434,0,11.321,0,0,0,0,0,9.434,0,0,3.774,0,0,3.774,0,0,0,0,3.774,0,1.887,7.547,0,0,0,1.887,1.887,5.66,3.774,3.774,0,3.774,3.774,0,0,0,3.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.094,0,3.774,3.774,0,"2018a","IZE8FL"
"584",14,"Finland",10,10,1999-03-21,199903,14320,"Finnish Social Democrats","SSDP",30,209,1,2000,0.669,NA,22.86,0,NA,51,200,1,20,"",73,2.74,0,0,0,0,0,1.37,2.74,0,0,0,0,0,0,0,0,0,0,0,20.548,0,1.37,0,0,0,0,0,13.699,0,2.74,2.74,0,0,6.849,0,0,2.74,0,8.219,13.699,0,5.479,0,0,0,0,0,0,1.37,5.479,0,8.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,0,6.849,21.918,1.37,"2018a","O49ZSG"
"592",14,"Finland",10,10,2003-03-16,200303,14320,"Finnish Social Democrats","SSDP",30,210,1,2003,0.721,NA,24.473,0,NA,53,200,1,20,"",194,0,0,0,0,0.515,0.515,0,1.546,1.031,1.031,1.031,0,0.515,0,0,7.216,1.031,2.062,0,1.031,0.515,2.577,0.515,6.701,1.031,0,0,4.639,0,1.031,2.577,0,0,2.062,0,0,4.639,6.186,6.701,15.464,0,5.67,0,1.031,0,1.031,0,5.155,0.515,0,0,8.247,0,0,0,0.515,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.742,7.216,2.577,22.165,0.515,"2018a","O557TP"
"600",14,"Finland",10,10,2007-03-18,200703,14320,"Finnish Social Democrats","SSDP",30,289,4,2011,0.762,0.629,21.44,0,NA,45,200,1,50,"2018-1",398,0,1.256,0,0,1.005,0,0,5.276,1.508,0.251,0,1.256,1.508,0,0,0.503,0,0.251,0,2.01,0,1.005,1.508,0.251,0.251,0,0.251,2.261,0.251,3.015,11.307,0,0,0.754,0,1.005,4.523,2.261,5.025,18.342,0.251,6.03,0,0,0,0,0,3.015,3.769,0.754,0.754,16.834,0,0,0,1.256,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.432,1.759,0.754,23.367,0,"2018a","GRTT8O"
"608",14,"Finland",10,10,2011-04-17,201104,14320,"Finnish Social Democrats","SSDP",30,289,4,2012,0.9,0.727,19.103,0,NA,42,200,1,61,"2018-1",571,0.876,0,0,0,0,0,0,0.175,0,0,0,0,0.35,0,0,1.051,0,6.655,0,0.701,0,3.678,1.751,3.327,2.627,0.701,0.35,8.932,0.175,8.757,10.508,0,0.701,11.033,0,2.802,0.701,0.35,3.853,3.152,0.35,2.277,0,0,0,0,0,0,0.35,1.226,0,15.412,0,3.152,0,0,4.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.384,5.079,11.033,7.005,0,"2018a","Y92HGR"
"625",15,"Iceland",0,0,1953-06-28,195306,15710,"National Preservation Party","Tf",70,212,1,1991,0.975,NA,6.029,0,NA,2,52,1,10,"",170,3.5,0,0,0,0,8.8,0.6,1.8,0,10,0,2.4,2.9,0.6,9.4,0,0,4.1,0.6,2.4,0,1.2,1.2,0.6,0,4.1,0,1.8,0,1.8,12.4,0,0.6,1.2,0,0,0,1.2,0.6,1.8,2.9,1.2,0,4.7,0,0,0,0.6,1.2,0,0,2.9,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.3,1.8,1.2,2.4,9.4,"2018a","JGJZS1"
"645",15,"Iceland",10,0,1967-06-11,196706,15322,"Union of Liberals and Leftists","SFVM",30,998,998,NA,NA,NA,3.663,0,NA,1,60,3,10,"",9,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,22.2,0,0,0,11.1,0,0,0,0,0,0,11.1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.2,11.1,0,22.2,0,"2018a","TJKBDE"
"650",15,"Iceland",10,0,1971-06-13,197106,15322,"Union of Liberals and Leftists","SFVM",30,212,1,1991,0.975,NA,8.914,0,NA,5,60,1,10,"",9,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,22.2,0,0,0,11.1,0,0,0,0,0,0,11.1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.2,11.1,0,22.2,0,"2018a","H74EMS"
"655",15,"Iceland",10,0,1974-06-30,197406,15322,"Union of Liberals and Leftists","SFVM",30,998,998,NA,NA,NA,4.597,0,NA,2,60,3,10,"",9,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,22.2,0,0,0,11.1,0,0,0,0,0,0,11.1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.2,11.1,0,22.2,0,"2018a","CWVA1W"
"668",15,"Iceland",10,0,1983-04-23,198304,15321,"Social Democratic Federation","BJ",30,212,1,1991,0.975,NA,7.552,0,NA,4,60,1,10,"",246,2.9,0.4,0,0,1.2,2,1.2,4.1,0,0,0,4.1,8.9,1.6,6.9,4.5,0,4.1,2.9,7.3,1.2,1.6,10.6,0,0,0.4,0.4,0.4,0,1.6,5.3,0,0.8,2.9,0,0,2.9,0.4,6.1,4.5,0,0,0,0.4,0,0,0,0,0.4,0,0,3.7,1.2,2.4,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.1,10.6,4.1,10.6,3.2,"2018a","J5T7YK"
"671",15,"Iceland",10,0,1983-04-23,198304,15951,"Women’s Alliance","Kv",95,212,1,1991,0.975,NA,5.463,0,NA,3,60,1,10,"",161,0.6,0,0,0,0,13,2.5,3.7,0,0,0,0.6,0.6,0,0,3.1,0,6.2,0,0,0,1.2,0,0,0,0,0,2.5,0,0.6,3.7,0,0,0.6,0,9.9,5.6,1.9,4.4,5.6,0,1.4,0,0,0,0,0,0,0.6,0,0,6.2,0,3.7,0,0,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30,0,0.6,10,15.5,"2018a","SNYBX7"
"675",15,"Iceland",10,0,1987-04-25,198704,15621,"Citizens’ Party","Bf",60,212,1,1991,0.975,NA,10.862,0,NA,7,63,1,10,"",114,0,0,0,0,3.5,0.9,0,0,0,0,0,0,1.8,0,0.9,6.1,0,4.4,0,0,1.8,0.9,0.9,0,0.9,0.9,2.6,3.5,0,1.8,15.8,0,0,0.9,0,0,6.1,3.5,2.6,7,0,3.5,0,0,0,7,0,0,0,0,0,1.8,0,19.3,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.9,2.7,9.6,0.9,"2018a","YIJX59"
"677",15,"Iceland",10,0,1987-04-25,198704,15951,"Women’s Alliance","Kv",95,212,1,1991,0.975,NA,10.13,0,NA,6,63,1,10,"",558,0,0,0,0,0,3.1,1.6,1.8,0,0,0,0.2,0.4,0,0,2.9,0,3.9,0,0.7,0,0.5,0.2,0,0,0.2,0,0.5,0,0.4,2.3,0.2,0,2.5,0,2.3,6.5,3.6,13.3,10,0,10.2,0,1.6,0,1.8,0,0.2,0.5,0,0,2,0,7.5,0,4.1,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.7,0.4,2.5,23.3,4.7,"2018a","F7SC7R"
"682",15,"Iceland",10,0,1991-04-20,199104,15951,"Women’s Alliance","Kv",95,213,1,1998,0.575,NA,8.284,0,NA,5,63,1,10,"",959,0,0.104,0,0,0.104,2.815,0.73,2.92,0.417,0,1.564,0.626,2.92,0.313,0,2.294,0,3.441,0,0.209,0,0,0.73,1.043,0,0.209,0,0,0,1.356,0.834,0,0.104,3.441,0,0,6.465,3.337,8.759,9.593,0,6.569,0,0.313,0,0,0.104,1.356,0.104,0,0,1.46,0.938,8.968,1.251,4.692,19.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.628,1.773,3.441,18.352,3.545,"2018a","GDU72P"
"685",15,"Iceland",10,0,1995-04-08,199504,15323,"Awakening of the Nation","TfFf",30,213,1,1998,0.575,NA,7.15,0,NA,4,63,1,10,"",666,0,0.901,0,0,0,0,0,4.655,0.601,0,0,2.553,0.3,1.802,0,2.553,0,8.108,0,0.751,0,0.751,1.502,0.45,0.751,0.3,0.901,0.3,0,1.351,6.156,0,0,1.351,0,0,3.904,6.907,9.76,10.36,0,7.207,0,0.601,0,1.802,0,6.006,0,0,0,3.153,0,13.063,0.3,0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.411,1.952,1.351,20.12,0,"2018a","ZUSL4G"
"688",15,"Iceland",10,0,1995-04-08,199504,15951,"Women’s Alliance","Kv",95,213,1,1998,0.575,NA,4.866,0,NA,3,63,1,10,"",1456,0,0.069,0,0,0,0.618,0.481,3.984,0,1.168,0,1.786,2.266,0,0,2.885,0.069,3.365,0.069,0,0,0.687,0.755,1.923,0.206,0,0,1.374,0,2.473,1.854,0,0,0.755,0,0,4.808,3.777,11.195,7.624,0.755,10.783,0,0.137,0,0.069,0.137,5.426,0.343,0,0,2.473,0,6.456,0,1.236,17.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.948,2.679,0.755,18.819,1.099,"2018a","3OTHGH"
"706",15,"Iceland",10,0,2009-04-25,200904,15430,"Citizens' Movement","B",95,294,4,2011,0.672,0.47,7.222,0,NA,4,63,1,60,"2018-1",62,0,0,0,0,0,0,0,1.613,0,3.226,0,0,17.742,3.226,0,0,0,27.419,4.839,0,0,11.29,0,0,0,0,0,9.677,0,0,0,0,0,3.226,0,0,0,0,6.452,1.613,0,0,0,0,0,0,0,4.839,0,0,0,3.226,0,0,0,0,1.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.613,0,3.226,8.065,0,"2018a","H5YIYO"
"711",15,"Iceland",10,20,2013-04-27,201304,15440,"Bright Future","Bf",40,294,4,2013,0.811,0.659,8.245,0,NA,6,63,1,80,"2018-1",196,0.51,0.51,0,0,0,0,0,0,2.551,0,0,3.571,7.143,0,3.061,0,0,6.633,1.02,1.02,0,5.102,7.653,3.061,1.02,0,3.571,5.102,0,10.204,0.51,0.51,0,7.653,0,4.592,3.061,4.082,3.571,7.143,0,2.551,0,0.51,0,0,0,0,0.51,1.02,0,0.51,0,1.531,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.633,11.224,7.653,10.714,0,"2018a","JLIL18"
"714",15,"Iceland",10,20,2013-04-27,201304,15952,"Pirate Party","Þ",95,294,4,2013,0.811,0.659,5.105,0,NA,3,63,1,80,"2018-1",140,5,0,0,0,0,0,0,0,1.429,0,0,7.857,18.571,0,0.714,0.714,0,4.286,1.429,0,2.143,2.143,14.286,0.714,0,0,0,2.143,0,2.857,1.429,2.857,0,0,0,0,0,0,6.429,4.286,0,8.571,0,0.714,0,0.714,1.429,0,0.714,0,0,5,0,0,0,2.857,0.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40,17.857,2.143,10.714,0,"2018a","KG6DNZ"
"751",21,"Belgium",10,10,1971-11-07,197111,21424,"Brussels Liberal Party","PLP de la région bruxelloise",40,104,0,1982,NA,NA,1.31,0,NA,3,212,1,10,"",320,1.25,0,0,0.313,0,0,0,0,0,0,0,0,0.625,0.313,0,1.563,0,2.813,0,0,5.625,1.25,0,0,0,0,0.313,2.188,0,0,5,0.938,0,0,0,0,0,1.25,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,15.313,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.375,0.938,5.625,0,0,"2018a","QZYDO2"
"760",21,"Belgium",10,10,1974-03-10,197403,21424,"Liberal Democratic and Pluralist Party","PLDP",40,104,0,1982,NA,NA,1.27,1,NA,3,212,1,10,"",41,0,0,0,0,0,0,0,0,0,0,0,7.317,7.317,0,0,12.195,0,4.878,4.878,0,7.317,2.439,0,4.878,0,0,0,7.317,0,0,4.878,0,0,0,0,0,2.439,0,2.439,2.439,0,0,0,0,0,4.878,4.878,0,0,0,2.439,0,0,0,7.317,0,9.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.317,4.878,7.317,4.878,0,"2018a","S71B66"
