"","country","countryname","oecdmember","eumember","edate","date","party","partyname","partyabbrev","parfam","coderid","manual","coderyear","testresult","testeditsim","pervote","voteest","presvote","absseat","totseats","progtype","datasetorigin","corpusversion","total","peruncod","per101","per102","per103","per104","per105","per106","per107","per108","per109","per110","per201","per202","per203","per204","per301","per302","per303","per304","per305","per401","per402","per403","per404","per405","per406","per407","per408","per409","per410","per411","per412","per413","per414","per415","per416","per501","per502","per503","per504","per505","per506","per507","per601","per602","per603","per604","per605","per606","per607","per608","per701","per702","per703","per704","per705","per706","per1011","per1012","per1013","per1014","per1015","per1016","per1021","per1022","per1023","per1024","per1025","per1026","per1031","per1032","per1033","per2021","per2022","per2023","per2031","per2032","per2033","per2041","per3011","per3051","per3052","per3053","per3054","per3055","per4011","per4012","per4013","per4014","per4121","per4122","per4123","per4124","per4131","per4132","per5021","per5031","per5041","per5061","per6011","per6012","per6013","per6014","per6061","per6071","per6072","per6081","per7051","per7052","per7061","per7062","per103_1","per103_2","per201_1","per201_2","per202_1","per202_2","per202_3","per202_4","per305_1","per305_2","per305_3","per305_4","per305_5","per305_6","per416_1","per416_2","per601_1","per601_2","per602_1","per602_2","per605_1","per605_2","per606_1","per606_2","per607_1","per607_2","per607_3","per608_1","per608_2","per608_3","per703_1","per703_2","rile","planeco","markeco","welfare","intpeace","datasetversion","id_perm"
"2716",71,"Japan",10,0,1996-10-20,199610,71951,"New Party Harbinger","NPH",95,218,1,1997,0.688,NA,1.05,0,NA,2,500,1,10,"",43,11.628,0,0,0,0,0,0,4.651,0,0,0,0,0,0,0,4.651,0,39.535,9.302,0,0,0,0,2.326,0,0,0,4.651,0,0,0,0,0,0,0,0,4.651,0,0,16.279,0,0,0,0,0,0,0,0,0,0,0,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.581,2.326,0,16.279,0,"2018a","RLXA8H"
"2722",71,"Japan",10,0,2000-06-25,200006,71625,"Liberal Party","LP",60,219,999,2001,0.845,NA,11.01,0,NA,22,480,1,20,"",40,0,0,0,0,10,2.5,0,0,0,0,0,2.5,0,0,2.5,15,2.5,10,0,0,15,0,2.5,0,0,0,0,0,0,0,2.5,0,0,5,0,0,5,0,0,10,0,0,0,2.5,0,2.5,0,0,0,0,0,7.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2.5,20,10,2.5,"2018a","KE5ETG"
"2726",71,"Japan",10,0,2003-11-09,200311,71420,"Liberal League","LL",40,320,4,2015,0.911,0.803,0,0,NA,1,480,9,110,"",23,0,0,0,0,0,0,0,4.348,0,0,0,0,0,0,0,4.348,0,0,0,4.348,0,0,4.348,0,0,0,0,0,0,8.696,0,0,0,13.043,0,0,0,0,8.696,39.13,0,0,0,0,0,0,0,8.696,0,0,0,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.087,4.348,13.043,47.826,0,"2018a","WJLIL4"
"2737",71,"Japan",10,0,2005-09-11,200509,71630,"People's New Party","PNP",60,320,4,2015,0.911,0.803,1.74,0,NA,4,480,1,110,"",181,0,0,0,0.552,0,0,1.105,0.552,0,0,0,0.552,14.917,0,0,6.077,2.21,2.21,0,0.552,0,0.552,0.552,0,0,1.105,0,4.42,22.099,4.972,2.21,0,6.63,1.657,0,0,0.552,0,1.657,13.26,0,2.762,0,3.315,0,0,0,0,2.21,0,0,0.552,0,2.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.149,0.552,1.657,14.917,1.105,"2018a","FWJ2IT"
"2744",71,"Japan",10,0,2009-08-30,200908,71630,"People's New Party","PNP",60,320,4,2015,0.911,0.803,1.733,0,NA,3,480,1,110,"",75,0,0,1.333,0,0,1.333,0,2.667,0,4,0,0,0,0,0,5.333,0,4,0,4,0,2.667,1.333,0,0,0,0,4,6.667,0,2.667,0,12,4,0,0,0,1.333,9.333,12,0,4,0,1.333,0,0,0,0,1.333,0,0,6.667,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.667,1.333,4,21.333,2.667,"2018a","KKFZTT"
"2745",71,"Japan",10,0,2009-08-30,200908,71953,"New Party Nippon","NPN",40,320,4,2015,0.911,0.803,0.751,0,NA,1,480,1,110,"",192,1.042,0,0,0,0,0,0,6.771,0,0,0,0,13.542,0,0,7.813,0,15.104,0,0,0.521,0,6.25,0,0,0,0.521,1.563,0,0.521,8.854,0,0,4.167,0,0,1.563,0.521,0.521,14.063,0,4.688,0,1.042,0,0,0,0.521,0.521,0,0,4.688,0,4.167,1.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.708,6.25,4.688,14.583,0,"2018a","61VD4L"
"2746",71,"Japan",10,0,2012-12-16,201212,71110,"Tomorrow Party of Japan","",10,320,4,2015,0.911,0.803,5.69,0,NA,9,480,1,110,"",79,0,0,1.266,0,0,0,1.266,5.063,0,3.797,0,1.266,2.532,0,0,12.658,0,2.532,0,0,0,0,1.266,0,0,2.532,0,5.063,0,0,12.658,0,0,8.861,0,0,0,0,3.797,16.456,0,2.532,0,0,0,0,0,2.532,0,0,0,12.658,0,1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.646,1.266,8.861,20.253,2.532,"2018a","SDUZV9"
"2750",71,"Japan",10,0,2012-12-16,201212,71430,"Japan Restoration Party","JRP",60,320,4,2015,0.911,0.803,20.376,0,NA,54,480,1,110,"",149,5.369,0.671,0,0,3.356,0,0,4.027,0,3.356,0,0,2.685,0,1.342,8.725,2.013,8.054,0,0.671,12.081,4.027,2.013,0,0,0.671,1.342,2.685,0.671,1.342,7.383,0,0,4.698,0,0,0,0,2.013,2.685,8.725,1.342,0,0,0,0,0,0.671,0,0,0,6.711,0,0.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.436,2.013,16.779,4.698,0,"2018a","G12WH4"
"2754",71,"Japan",10,0,2012-12-16,201212,71630,"People's New Party","PNP",60,320,4,2015,0.911,0.803,0.118,0,NA,1,480,1,110,"",172,4.651,2.907,0,0,2.907,0,0,3.488,0,1.163,0,0,4.07,0,4.651,6.395,0,0,0,2.907,0,2.907,7.558,0,0,0.581,0,2.326,5.233,1.744,15.698,0,0,0,0,0,1.163,0,6.395,6.977,0,5.814,0,2.907,0,0,0,0,3.488,0,0,3.488,0,0.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.86,7.558,0,13.372,0,"2018a","WIES22"
"2755",71,"Japan",10,0,2012-12-16,201212,71650,"New Party Mother Earth","NPD",90,320,4,2015,0.911,0.803,0.576,0,NA,1,480,9,110,"",68,0,1.471,0,0,0,0,1.471,7.353,0,1.471,0,2.941,10.294,0,1.471,17.647,0,2.941,0,1.471,0,1.471,1.471,0,0,2.941,0,1.471,0,0,5.882,0,0,5.882,0,0,0,2.941,7.353,5.882,0,2.941,0,2.941,0,1.471,0,1.471,0,2.941,0,4.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.118,1.471,5.882,13.235,1.471,"2018a","I3JP78"
"2756",71,"Japan",10,0,2014-12-14,201412,71111,"People's Life Party","PLP",10,320,5,2016,0.845,0.697,1.929,0,NA,2,475,1,111,"",83,0,0,2.41,0,0,1.205,2.41,2.41,0,1.205,0,0,0,1.205,0,4.819,0,3.614,0,0,0,1.205,0,0,0,1.205,1.205,1.205,9.639,4.819,9.639,0,0,0,0,8.434,2.41,0,1.205,9.639,0,1.205,0,0,0,1.205,0,0,0,0,0,21.687,0,3.614,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.614,0,-34.94,0,0,10.843,6.024,"2018a","D6VKGL"
"2762",71,"Japan",10,0,2014-12-14,201412,71660,"(Japan Innovation Party","JIP",60,320,5,2016,0.845,0.697,15.717,0,NA,41,475,1,111,"",268,0.373,0.373,0,0,1.493,0,1.493,1.119,0,0,0,0.373,2.612,0.373,0.373,8.582,0,10.821,2.239,1.866,21.642,1.119,0,0,0,0,0.373,3.358,0,2.612,8.955,0,0,8.955,0,0,0,0.373,0.373,8.582,1.119,2.612,0,0,0,0,0,0,0,0,0,6.343,0,0.746,0,0,0.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,2.612,0,0,0,1.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746,0.373,14.552,0,30.597,8.955,1.493,"2018a","PKFTKP"
"2764",72,"Israel",0,0,1949-01-25,194901,72220,"Israel Communist Party","Maki",20,109,999,1982,NA,NA,3.485,0,NA,4,120,1,10,"",8,0,12.5,0,0,0,0,12.5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.5,0,0,12.5,12.5,"2018a","AR1U4V"
"2765",72,"Israel",0,0,1949-01-25,194901,72311,"United Workers’ Party","MAPAM",30,109,999,1982,NA,NA,14.727,0,NA,19,120,1,10,"",119,5.042,0.84,1.681,6.723,9.244,0,1.681,0.84,0,0.84,0,6.723,4.202,1.681,0,0,0,0,0,0,0,0.84,0.84,0.84,0,3.361,0,2.521,0,5.042,0,4.202,1.681,0,0,0,0,0.84,5.042,2.521,0,9.244,0,7.563,0,0,0,0,2.521,2.521,0,5.882,0,1.681,0,0.84,2.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.445,5.882,0,7.563,3.361,"2018a","KXJVQH"
"2767",72,"Israel",0,0,1949-01-25,194901,72420,"General Zionists’","",40,109,999,1982,NA,NA,5.213,0,NA,7,120,1,10,"",19,21.053,0,0,0,0,0,5.263,0,0,0,0,5.263,10.526,0,0,0,0,0,5.263,0,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,0,0,10.526,0,5.263,26.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.526,0,5.263,0,5.263,"2018a","UMWI5I"
"2768",72,"Israel",0,0,1949-01-25,194901,72531,"Union of Israel","",50,998,998,NA,NA,NA,2.29,1,NA,3,120,3,10,"",17,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,5.882,0,76.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.588,0,0,0,0,"2018a","E8NJ8O"
"2769",72,"Israel",0,0,1949-01-25,194901,72620,"Freedom","",60,109,999,1982,NA,NA,11.452,0,NA,14,120,1,10,"",49,10.204,0,10.204,0,8.163,0,12.245,2.041,0,0,0,8.163,2.041,0,4.082,0,0,4.082,12.245,2.041,0,2.041,4.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.041,0,0,0,0,12.245,0,0,0,0,0,0,0,2.041,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.204,4.082,0,2.041,22.449,"2018a","IXQRSB"
"2770",72,"Israel",0,0,1951-07-30,195107,72220,"Israel Communist Party","Maki",20,109,999,1982,NA,NA,3.976,0,NA,5,120,1,10,"",45,0,0,0,6.667,8.889,0,6.667,8.889,2.222,0,0,0,2.222,0,0,0,0,2.222,2.222,0,0,0,2.222,0,0,4.444,0,2.222,0,0,0,2.222,2.222,0,0,0,0,0,13.333,2.222,0,2.222,0,0,0,0,0,0,0,0,0,13.333,0,0,2.222,6.667,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.444,4.444,0,15.556,6.667,"2018a","DAW1T3"
"2771",72,"Israel",0,0,1951-07-30,195107,72311,"United Workers’ Party","MAPAM",30,998,998,NA,NA,NA,12.52,0,NA,15,120,3,10,"",68.5,2.521,0.42,3.618,6.139,10.177,5.556,28.618,3.198,0,0.42,0,3.361,2.101,0.84,0,0,0,0,0,0,0,0.42,0.42,0.42,0,1.681,0,1.261,0,2.521,0,2.101,0.84,0,0,0,0,0.42,2.521,1.261,0,4.622,0,3.782,0,0,0,0,1.261,1.261,0,2.941,0,0.84,0,3.198,1.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.056,2.941,0,3.782,37.792,"2018a","FRQF2A"
"2773",72,"Israel",0,0,1951-07-30,195107,72420,"General Zionists’","",40,109,999,1982,NA,NA,16.203,0,NA,20,120,1,10,"",267,30.337,0.375,0.375,0,1.124,0,1.124,2.996,0,0,0,10.487,2.247,3.371,2.247,1.498,0,9.363,7.491,1.498,3.745,1.498,0.749,0,0,1.124,0,1.498,0,0.749,0.375,0.749,0,0.375,0,0,0,0.375,2.996,0.375,0,0,0,4.12,0,1.124,0,0,0.375,0,0,0,1.124,1.124,0,0.375,2.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.352,1.498,4.12,3.371,1.498,"2018a","BLV6QB"
"2774",72,"Israel",0,0,1951-07-30,195107,72531,"Union of Israel","",50,998,998,NA,NA,NA,2.01,0,NA,3,120,3,10,"",17,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,5.882,0,76.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.588,0,0,0,0,"2018a","CVNA81"
"2775",72,"Israel",0,0,1951-07-30,195107,72620,"Freedom","",60,109,999,1982,NA,NA,6.64,0,NA,8,120,1,10,"",34,17.647,0,0,0,0,0,0,0,0,0,0,8.824,2.941,5.882,2.941,0,0,20.588,5.882,0,2.941,2.941,5.882,0,0,0,0,8.824,0,2.941,0,0,0,0,0,0,0,5.882,0,0,0,0,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.647,5.882,2.941,0,0,"2018a","QGY9V6"
"2776",72,"Israel",0,0,1955-07-26,195507,72220,"Israel Communist Party","Maki",20,998,998,NA,NA,NA,4.51,0,NA,6,120,3,10,"",30.5,0,3.125,6.25,3.333,4.444,0,3.333,7.569,1.111,0,0,0,1.111,0,0,0,0,1.111,1.111,0,0,0,1.111,0,0,8.472,0,1.111,0,18.75,6.25,1.111,1.111,0,0,0,0,0,6.667,1.111,0,1.111,0,0,0,0,0,0,0,0,0,6.667,0,6.25,1.111,3.333,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.597,2.222,0,7.778,9.583,"2018a","IB742H"
"2777",72,"Israel",0,0,1955-07-26,195507,72311,"United Workers’ Party","MAPAM",30,109,999,1982,NA,NA,8.143,0,NA,10,120,1,10,"",14,21.429,0,0,0,7.143,0,7.143,7.143,0,0,0,0,0,7.143,0,0,0,0,0,14.286,0,0,0,0,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,7.143,0,0,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.429,0,0,7.143,7.143,"2018a","E3QRUN"
"2779",72,"Israel",0,0,1955-07-26,195507,72325,"Unity of Labour","",30,998,998,NA,NA,NA,7.31,0,NA,9,120,3,10,"",20,0,0,0,0,0,0,10,0,0,0,0,0,5,15,0,5,0,0,15,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,5,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,15,10,"2018a","RC4BTA"
"2780",72,"Israel",0,0,1955-07-26,195507,72420,"General Zionists’","",40,109,999,1982,NA,NA,10.208,0,NA,13,120,1,10,"",86,4.651,2.326,0,0,2.326,0,0,4.651,0,0,0,5.814,0,0,1.163,0,0,4.651,5.814,0,2.326,1.163,0,0,0,3.488,0,4.651,0,9.302,3.488,3.488,0,2.326,0,0,0,0,4.651,2.326,0,3.488,0,9.302,0,0,0,0,0,0,0,1.163,3.488,1.163,8.14,0,4.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.651,3.488,4.651,6.977,0,"2018a","3LJ796"
"2781",72,"Israel",0,0,1955-07-26,195507,72530,"National Religious Party","Mafdal",50,109,999,1982,NA,NA,9.134,0,NA,11,120,1,10,"",149,8.725,0,0,0,2.013,0,0,0,0,0,0,0,0,0,0,0.671,0,0,2.013,0.671,0.671,0,0.671,0,0,0,0,0.671,0,0,1.342,0,0,0,0,0,0,0.671,6.711,2.013,0,8.725,0,6.711,0,46.309,0,0,1.342,0,0,0,0,1.342,0,2.685,6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.309,0.671,0.671,8.725,0,"2018a","6FQ4WK"
"2782",72,"Israel",0,0,1955-07-26,195507,72531,"Union of Israel","",50,998,998,NA,NA,NA,3.11,1,NA,4,120,3,10,"",17,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,5.882,0,76.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.588,0,0,0,0,"2018a","CY82AV"
"2783",72,"Israel",0,0,1955-07-26,195507,72620,"Freedom","",60,109,999,1982,NA,NA,12.563,0,NA,15,120,1,10,"",50,10,0,0,0,4,0,4,2,0,0,0,0,0,4,0,0,0,2,12,0,6,2,10,0,0,6,0,8,0,6,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,12,6,4,"2018a","YJ4LER"
